              0	   8998	   1413	    570	   1138	   1631	    124	     38	     78	  -6219	   -140	    -47	   -126
              1	  16238	   8363	   3734	   6808	   1732	    728	    258	    462	  -6217	   -808	   -305	   -720
              2	  18197	  22114	  11196	  18270	   1593	   1903	    803	   1230	  -6276	  -2061	   -915	  -1806
              3	  19670	 -30573	  20525	  29430	   1451	   3030	   1559	   2023	  -6296	  -3137	  -1716	  -2671
              4	  17024	 -28546	  25554	  31727	   1674	   3431	   2138	   2394	  -6226	  -3339	  -2315	  -2700
              5	  12935	  26319	  21656	  22622	   1610	   3057	   2165	   2202	  -6206	  -2941	  -2460	  -2181
              6	   2418	   8831	   9663	   6540	   1300	   2182	   1539	   1490	  -6255	  -2630	  -2216	  -1762
              7	 -27104	  -7637	  -4989	  -9172	   -187	   1002	    467	    371	  -6317	  -2636	  -1826	  -1647
              8	 -32323	 -17627	 -16212	 -18615	  -1884	   -250	   -688	   -856	  -6303	  -2734	  -1495	  -1616
              9	 -32323	 -20316	 -20957	 -20533	  -2537	  -1239	  -1623	  -1783	  -6262	  -2714	  -1292	  -1473
             10	 -32323	 -18831	 -20233	 -18070	  -3088	  -1763	  -2222	  -2210	  -6221	  -2592	  -1172	  -1242
             11	 -32323	 -17003	 -17330	 -15261	  -3455	  -1954	  -2530	  -2299	  -6237	  -2479	  -1066	  -1029
             12	 -32323	 -16757	 -15091	 -14128	  -3474	  -2095	  -2614	  -2352	  -6240	  -2420	   -933	   -873
             13	 -32323	 -17921	 -14204	 -14446	  -3355	  -2233	  -2435	  -2406	  -6203	  -2384	   -776	   -746
             14	 -32323	 -18967	 -13357	 -14623	  -3522	  -2041	  -1870	  -2122	  -6192	  -2343	   -616	   -620
             15	 -32323	 -17736	 -10742	 -12500	  -3304	  -1174	   -864	  -1157	  -6201	  -2292	   -471	   -493
             16	 -31809	 -12950	  -5766	  -6832	   -727	    242	    423	    359	  -6242	  -2234	   -348	   -367
             17	 -18851	  -6077	    245	    895	    381	   1607	   1631	   1824	  -6205	  -2172	   -244	   -244
             18	 -15847	  -1023	   4824	   6778	    532	   2329	   2378	   2645	  -6176	  -2122	   -158	   -140
             19	 -17667	  -1037	   6038	   7577	    388	   2212	   2484	   2628	  -6198	  -2099	    -86	    -72
             20	 -20011	  -5841	   3780	   3565	    232	   1463	   2059	   1981	  -6267	  -2091	    -22	    -27
             21	 -29333	 -12029	   -263	  -1856	   -561	    531	   1407	   1151	  -6312	  -2067	     42	     26
             22	 -32323	 -16127	  -3840	  -5219	  -2447	   -118	    829	    601	  -6275	  -2011	    111	    104
             23	 -32323	 -17151	  -5500	  -5541	  -2004	   -346	    447	    473	  -6224	  -1944	    179	    186
             24	 -32323	 -16468	  -5180	  -4190	  -1523	   -466	    191	    450	  -6240	  -1892	    237	    246
             25	 -32323	 -15790	  -3782	  -2879	  -2478	   -871	    -73	    142	  -6294	  -1857	    280	    281
             26	 -32323	 -15711	  -2325	  -2206	  -3476	  -1539	   -391	   -432	  -6280	  -1824	    308	    307
             27	 -32323	 -15872	  -1349	  -1812	  -3810	  -2091	   -683	   -893	  -6273	  -1790	    327	    328
             28	 -32323	 -15868	   -845	  -1295	  -3793	  -2262	   -838	   -975	  -6279	  -1758	    344	    341
             29	 -32323	 -15683	   -537	   -639	  -3804	  -2150	   -821	   -779	  -6315	  -1722	    363	    353
             30	 -32323	 -15497	   -185	    -25	  -3648	  -2015	   -689	   -563	  -6339	  -1668	    382	    377
             31	 -32323	 -15397	    280	    457	  -3861	  -1993	   -537	   -464	  -6269	  -1606	    394	    403
             32	 -32323	 -15340	    793	    853	  -3769	  -2050	   -430	   -448	  -6251	  -1562	    391	    407
             33	 -32323	 -15264	   1259	   1222	  -3744	  -2104	   -376	   -435	  -6304	  -1546	    376	    379
             34	 -32323	 -15163	   1627	   1570	  -3905	  -2117	   -344	   -385	  -6377	  -1531	    357	    345
