              0	  -3424	    -86	    -27	    -72	  -2105	    -68	    -16	    -43	  -2928	    -84	    -21	    -62
              1	  -3523	   -503	   -179	   -413	  -2159	   -397	   -109	   -248	  -2898	   -481	   -139	   -350
              2	  -3618	  -1293	   -540	  -1046	  -2197	  -1024	   -330	   -631	  -2868	  -1209	   -412	   -860
              3	  -3644	  -1993	  -1017	  -1567	  -2197	  -1583	   -625	   -952	  -2774	  -1796	   -762	  -1230
              4	  -3652	  -2157	  -1381	  -1612	  -2226	  -1725	   -851	   -992	  -2668	  -1850	  -1014	  -1179
              5	  -3655	  -1929	  -1478	  -1323	  -2227	  -1553	   -914	   -827	  -2543	  -1585	  -1067	   -905
              6	  -3647	  -1731	  -1337	  -1070	  -2196	  -1394	   -829	   -673	  -2646	  -1434	   -964	   -745
              7	  -3645	  -1728	  -1100	   -991	  -2176	  -1378	   -683	   -614	  -2748	  -1496	   -817	   -757
              8	  -3646	  -1792	   -890	   -968	  -2156	  -1418	   -553	   -591	  -2746	  -1586	   -707	   -781
              9	  -3629	  -1773	   -753	   -870	  -2132	  -1409	   -470	   -537	  -2661	  -1574	   -648	   -718
             10	  -3622	  -1674	   -670	   -705	  -2105	  -1350	   -426	   -453	  -2608	  -1505	   -610	   -616
             11	  -3467	  -1592	   -607	   -562	  -2065	  -1300	   -399	   -381	  -2674	  -1456	   -552	   -538
             12	  -3536	  -1582	   -537	   -492	  -2044	  -1292	   -374	   -348	  -2625	  -1417	   -461	   -468
             13	  -3599	  -1604	   -450	   -455	  -2090	  -1308	   -345	   -339	  -2568	  -1341	   -351	   -362
             14	  -3590	  -1583	   -347	   -381	  -2106	  -1313	   -314	   -325	  -2472	  -1248	   -263	   -243
             15	  -3516	  -1504	   -243	   -254	  -2053	  -1294	   -283	   -292	  -2336	  -1211	   -223	   -187
             16	  -3415	  -1423	   -154	   -131	  -2034	  -1263	   -253	   -251	  -2507	  -1257	   -230	   -219
             17	  -3439	  -1397	    -91	    -66	  -2036	  -1236	   -224	   -218	  -2656	  -1322	   -248	   -273
             18	  -3521	  -1420	    -52	    -56	  -2010	  -1214	   -196	   -193	  -2559	  -1324	   -233	   -267
             19	  -3535	  -1443	    -25	    -49	  -1976	  -1188	   -166	   -168	  -2442	  -1241	   -166	   -180
             20	  -3515	  -1430	      3	    -12	  -1945	  -1151	   -131	   -136	  -2397	  -1113	    -62	    -52
             21	  -3509	  -1390	     38	     46	  -1906	  -1102	    -91	    -95	  -2358	   -994	     40	     61
             22	  -3508	  -1354	     73	     96	  -1855	  -1044	    -51	    -49	  -2186	   -925	    102	    122
             23	  -3495	  -1342	    104	    118	  -1796	   -990	    -15	    -10	  -2164	   -921	    110	    115
             24	  -3511	  -1343	    132	    121	  -1750	   -946	     11	     14	  -2324	   -955	     80	     66
             25	  -3518	  -1331	    159	    134	  -1725	   -913	     29	     26	  -2332	   -974	     47	     29
             26	  -3500	  -1285	    188	    176	  -1698	   -878	     43	     37	  -2255	   -946	     40	     35
             27	  -3497	  -1223	    213	    230	  -1663	   -831	     57	     56	  -2189	   -880	     72	     78
             28	  -3352	  -1185	    227	    256	  -1589	   -778	     75	     80	  -2184	   -798	    129	    133
             29	  -3443	  -1188	    232	    237	  -1533	   -726	     97	    100	  -2084	   -714	    188	    187
             30	  -3502	  -1196	    236	    209	  -1513	   -675	    121	    116	  -2012	   -642	    225	    229
             31	  -3460	  -1161	    248	    221	  -1459	   -617	    144	    138	  -1980	   -600	    228	    238
             32	  -3385	  -1088	    262	    268	  -1374	   -553	    164	    165	  -1951	   -595	    204	    207
             33	  -3308	  -1029	    267	    296	  -1314	   -494	    177	    184	  -2025	   -603	    172	    163
             34	  -3359	  -1026	    250	    268	  -1285	   -452	    183	    187	  -2011	   -585	    156	    144
             35	  -3428	  -1059	    212	    200	  -1257	   -415	    187	    182	  -1920	   -524	    167	    166
             36	  -3434	  -1078	    168	    143	  -1207	   -370	    194	    186	  -1846	   -439	    204	    212
             37	  -3418	  -1058	    131	    124	  -1140	   -309	    206	    203	  -1784	   -357	    250	    254
             38	  -3400	  -1018	    105	    122	  -1076	   -245	    221	    225	  -1741	   -288	    287	    283
             39	  -3381	   -989	     91	    109	  -1029	   -188	    232	    239	  -1671	   -231	    301	    300
             40	  -3373	   -973	     86	     80	   -987	   -144	    238	    240	  -1639	   -193	    289	    298
             41	  -3362	   -944	     87	     64	   -938	   -108	    237	    234	  -1629	   -184	    259	    267
             42	  -3319	   -882	     90	     80	   -903	    -70	    234	    229	  -1654	   -193	    225	    219
             43	  -3286	   -805	     91	    110	   -887	    -28	    231	    230	  -1654	   -189	    201	    184
             44	  -3122	   -754	     87	    113	   -815	     13	    227	    230	  -1663	   -153	    192	    182
             45	  -3212	   -739	     82	     81	   -776	     46	    221	    224	  -1551	   -100	    189	    198
             46	  -3215	   -716	     87	     56	   -779	     68	    209	    208	  -1542	    -65	    177	    197
             47	  -3138	   -643	    106	     81	   -763	     86	    191	    188	  -1561	    -69	    150	    158
             48	  -3010	   -539	    125	    137	   -724	    100	    165	    166	  -1604	    -92	    113	    102
             49	  -2929	   -468	    126	    161	   -719	    107	    134	    138	  -1599	   -100	     77	     62
             50	  -2982	   -467	     98	    115	   -736	    106	    102	    103	  -1577	    -80	     55	     51
             51	  -3042	   -507	     47	     29	   -732	    104	     73	     70	  -1557	    -45	     48	     56
             52	  -3042	   -529	     -8	    -37	   -714	    111	     51	     46	  -1532	    -15	     50	     59
             53	  -3024	   -505	    -50	    -57	   -704	    127	     34	     33	  -1509	      3	     51	     51
             54	  -2984	   -457	    -73	    -53	   -685	    145	     20	     24	  -1513	     14	     45	     38
             55	  -2967	   -420	    -80	    -57	   -667	    157	      5	     10	  -1498	     25	     30	     25
             56	  -2929	   -399	    -75	    -77	   -668	    159	    -11	    -10	  -1504	     34	      7	     13
             57	  -2916	   -369	    -63	    -87	   -658	    160	    -26	    -31	  -1491	     33	    -16	     -8
             58	  -2867	   -306	    -45	    -62	   -648	    169	    -36	    -42	  -1511	     21	    -37	    -38
             59	  -2834	   -223	    -29	    -15	   -646	    191	    -38	    -39	  -1514	     14	    -50	    -62
             60	  -2653	   -164	    -22	      8	   -590	    216	    -38	    -32	  -1548	     27	    -55	    -66
             61	  -2714	   -153	    -22	    -14	   -570	    230	    -39	    -33	  -1477	     53	    -61	    -54
             62	  -2760	   -156	    -22	    -49	   -587	    231	    -45	    -47	  -1471	     65	    -74	    -56
             63	  -2713	   -120	    -13	    -43	   -592	    228	    -57	    -63	  -1503	     45	    -97	    -88
             64	  -2615	    -42	      2	      5	   -580	    226	    -74	    -76	  -1536	     10	   -123	   -134
             65	  -2515	     21	      9	     42	   -561	    223	    -94	    -89	  -1579	     -3	   -139	   -158
             66	  -2556	     24	     -2	     20	   -595	    211	   -115	   -110	  -1540	     16	   -142	   -147
             67	  -2628	    -13	    -29	    -41	   -609	    195	   -133	   -134	  -1484	     49	   -134	   -121
             68	  -2619	    -37	    -58	    -88	   -607	    184	   -147	   -152	  -1486	     66	   -126	   -111
             69	  -2590	    -16	    -74	    -87	   -603	    183	   -155	   -158	  -1518	     60	   -124	   -124
             70	  -2549	     31	    -75	    -58	   -595	    189	   -158	   -156	  -1502	     49	   -129	   -140
             71	  -2520	     69	    -65	    -39	   -593	    194	   -159	   -155	  -1510	     51	   -134	   -143
             72	  -2501	     81	    -48	    -42	   -581	    195	   -160	   -157	  -1496	     63	   -139	   -136
             73	  -2487	     90	    -26	    -48	   -581	    193	   -159	   -160	  -1482	     72	   -140	   -130
             74	  -2451	    126	      0	    -26	   -572	    195	   -154	   -159	  -1498	     71	   -139	   -134
             75	  -2428	    190	     24	     25	   -558	    207	   -145	   -148	  -1483	     68	   -135	   -141
             76	  -2330	    244	     38	     68	   -559	    226	   -132	   -129	  -1488	     74	   -127	   -137
             77	  -2273	    247	     36	     61	   -495	    241	   -119	   -113	  -1473	     95	   -117	   -118
             78	  -2393	    210	     26	     15	   -498	    246	   -108	   -107	  -1436	    119	   -107	    -96
             79	  -2402	    191	     25	    -10	   -522	    247	    -98	   -104	  -1429	    131	    -97	    -86
             80	  -2355	    228	     39	     20	   -499	    254	    -89	    -94	  -1407	    129	    -86	    -90
             81	  -2256	    294	     60	     80	   -458	    267	    -80	    -78	  -1430	    133	    -71	    -87
             82	  -2204	    323	     70	    103	   -454	    276	    -72	    -66	  -1442	    159	    -54	    -63
             83	  -2291	    289	     57	     65	   -464	    276	    -65	    -62	  -1318	    194	    -39	    -29
             84	  -2349	    229	     25	      2	   -454	    274	    -57	    -60	  -1329	    211	    -32	    -13
             85	  -2347	    192	    -12	    -37	   -439	    280	    -46	    -50	  -1371	    200	    -32	    -25
             86	  -2352	    189	    -45	    -42	   -416	    296	    -29	    -30	  -1365	    188	    -27	    -38
             87	  -2356	    187	    -70	    -45	   -398	    316	     -8	     -5	  -1340	    203	     -7	    -24
             88	  -2368	    162	    -86	    -72	   -374	    335	     16	     19	  -1290	    248	     27	     20
             89	  -2387	    127	    -93	   -108	   -341	    354	     44	     43	  -1252	    302	     66	     72
             90	  -2412	    120	    -90	   -115	   -318	    376	     74	     71	  -1196	    335	     92	    105
             91	  -2411	    156	    -78	    -80	   -290	    404	    106	    104	  -1179	    340	     97	    109
             92	  -2269	    198	    -65	    -38	   -268	    433	    136	    139	  -1248	    327	     89	     95
             93	  -2268	    204	    -54	    -32	   -200	    453	    162	    166	  -1213	    314	     86	     81
             94	  -2333	    180	    -43	    -56	   -216	    460	    181	    180	  -1167	    319	    106	     86
             95	  -2339	    179	    -23	    -57	   -223	    460	    193	    187	  -1171	    360	    151	    127
             96	  -2268	    227	      3	     -8	   -208	    459	    194	    192	  -1146	    433	    201	    200
             97	  -2150	    286	     25	     50	   -192	    450	    185	    190	  -1036	    492	    228	    259
             98	  -2147	    295	     28	     58	   -223	    424	    164	    171	   -931	    478	    210	    245
             99	  -2239	    245	      7	      8	   -275	    383	    137	    137	  -1170	    386	    152	    152
            100	  -2283	    184	    -24	    -52	   -297	    342	    110	    104	  -1286	    281	     83	     48
            101	  -2260	    162	    -54	    -74	   -318	    314	     90	     83	  -1242	    235	     35	      2
            102	  -2251	    176	    -70	    -61	   -322	    300	     77	     76	  -1212	    253	     20	     20
            103	  -2230	    191	    -73	    -46	   -337	    290	     68	     74	  -1238	    287	     25	     55
            104	  -2222	    186	    -64	    -53	   -350	    275	     58	     66	  -1208	    291	     32	     60
            105	  -2221	    176	    -46	    -64	   -348	    250	     45	     49	  -1202	    261	     29	     31
            106	  -2190	    196	    -19	    -46	   -379	    220	     32	     26	  -1272	    225	     20	     -3
            107	  -2168	    251	      9	      7	   -402	    200	     22	     13	  -1271	    215	     13	    -12
            108	  -2057	    304	     29	     58	   -424	    194	     17	     14	  -1248	    232	      9	      5
            109	  -1998	    309	     35	     61	   -367	    193	     13	     20	  -1216	    244	      0	     19
            110	  -2094	    273	     33	     22	   -394	    178	      4	     12	  -1233	    220	    -26	     -2
            111	  -2112	    253	     37	      0	   -439	    146	    -11	    -12	  -1321	    159	    -67	    -61
            112	  -2058	    289	     51	     33	   -467	    111	    -33	    -41	  -1355	     94	   -107	   -124
            113	  -1935	    351	     69	     92	   -472	     84	    -58	    -62	  -1385	     64	   -129	   -151
            114	  -1896	    374	     75	    111	   -488	     62	    -82	    -78	  -1379	     80	   -124	   -133
            115	  -1981	    337	     63	     71	   -509	     39	   -102	    -95	  -1310	    122	   -100	    -89
            116	  -2018	    284	     42	     14	   -538	     13	   -117	   -116	  -1274	    153	    -75	    -55
            117	  -1989	    268	     24	     -5	   -543	     -4	   -124	   -129	  -1290	    153	    -62	    -51
            118	  -1955	    294	     14	     15	   -536	     -8	   -121	   -128	  -1295	    130	    -63	    -71
            119	  -1924	    322	      9	     39	   -523	      0	   -112	   -114	  -1303	    108	    -70	    -89
            120	  -1919	    317	      4	     29	   -512	     13	   -103	    -97	  -1306	    109	    -73	    -85
            121	  -1927	    284	     -1	     -8	   -498	     18	    -96	    -88	  -1291	    131	    -69	    -60
            122	  -1939	    266	      2	    -30	   -486	     11	    -94	    -91	  -1261	    148	    -62	    -38
            123	  -1903	    297	     18	     -4	   -493	      0	    -91	    -99	  -1250	    134	    -57	    -48
            124	  -1867	    363	     40	     56	   -506	      2	    -83	    -94	  -1265	     95	    -59	    -82
            125	  -1701	    407	     56	     96	   -484	     20	    -70	    -72	  -1351	     72	    -69	   -101
            126	  -1746	    395	     62	     79	   -411	     42	    -57	    -48	  -1319	     85	    -86	    -83
            127	  -1812	    358	     64	     36	   -426	     48	    -49	    -40	  -1268	    104	   -107	    -59
            128	  -1796	    357	     72	     31	   -444	     38	    -48	    -48	  -1260	     78	   -119	    -80
            129	  -1716	    408	     83	     77	   -441	     28	    -48	    -56	  -1277	     31	    -94	   -121
            130	  -1612	    452	     81	    116	   -413	     32	    -45	    -50	  -1333	     64	    -12	    -83
            131	  -1646	    428	     53	     88	   -403	     49	    -33	    -32	  -1242	    234	    119	     92
