              0	   1857	     32	     13	     37	   1133	     27	      8	     22	  -1768	    -41	     -8	    -41
              1	   1799	    184	     87	    212	   1112	    156	     55	    130	  -1707	   -224	    -50	   -221
              2	   1766	    466	    264	    531	   1110	    399	    169	    330	  -1630	   -501	   -134	   -489
              3	   1753	    702	    500	    783	   1117	    612	    324	    494	  -1543	   -589	   -221	   -553
              4	   1779	    740	    688	    793	   1127	    666	    453	    517	  -1343	   -373	   -274	   -301
              5	   1783	    661	    758	    661	   1158	    615	    510	    452	   -688	   -182	   -320	    -73
              6	   1768	    629	    724	    583	   1169	    587	    498	    413	  -1220	   -358	   -413	   -216
              7	   1875	    673	    638	    596	   1199	    614	    448	    422	  -2080	   -781	   -550	   -609
              8	   1938	    699	    543	    597	   1251	    632	    386	    418	  -2049	  -1048	   -661	   -848
              9	   1794	    637	    447	    507	   1158	    592	    323	    360	  -1742	   -980	   -675	   -750
             10	   1695	    519	    347	    357	   1094	    513	    260	    267	  -1685	   -748	   -576	   -490
             11	   1642	    411	    243	    220	   1050	    445	    201	    186	  -1642	   -585	   -403	   -301
             12	   1599	    341	    143	    125	   1041	    409	    151	    138	  -1539	   -525	   -214	   -217
             13	   1552	    295	     59	     57	   1015	    393	    114	    111	  -1460	   -459	    -52	   -127
             14	   1515	    261	      2	      2	   1009	    382	     87	     89	  -1435	   -337	     52	     15
             15	   1512	    248	    -30	    -30	   1002	    370	     65	     69	  -1243	   -246	     84	    126
             16	   1541	    258	    -46	    -38	    994	    356	     41	     48	  -1213	   -288	     48	    102
             17	   1576	    271	    -52	    -40	    997	    335	     14	     22	  -1597	   -435	    -24	    -28
             18	   1605	    270	    -55	    -54	    973	    307	     -9	    -10	  -1702	   -555	    -87	   -133
             19	   1597	    266	    -52	    -69	    955	    284	    -24	    -35	  -1604	   -559	   -100	   -125
             20	   1565	    284	    -43	    -59	    942	    285	    -24	    -36	  -1505	   -480	    -53	    -35
             21	   1659	    320	    -34	    -29	    973	    306	    -16	    -15	  -1529	   -397	     29	     55
             22	   1772	    336	    -38	    -17	   1054	    320	    -13	      0	  -1514	   -343	    114	    115
             23	   1645	    306	    -59	    -49	    987	    302	    -27	    -15	  -1447	   -312	    168	    151
             24	   1596	    253	    -93	   -103	    939	    256	    -58	    -58	  -1404	   -304	    172	    163
             25	   1611	    214	   -126	   -139	    924	    205	    -96	   -104	  -1479	   -329	    130	    140
             26	   1611	    201	   -147	   -147	    897	    169	   -127	   -135	  -1572	   -380	     67	     88
             27	   1615	    195	   -153	   -148	    872	    152	   -141	   -145	  -1621	   -425	     27	     41
             28	   1591	    183	   -150	   -152	    881	    151	   -139	   -138	  -1586	   -427	     47	     35
             29	   1584	    173	   -148	   -152	    898	    159	   -127	   -123	  -1508	   -356	    141	    101
             30	   1600	    167	   -152	   -146	    909	    164	   -115	   -108	  -1453	   -206	    279	    243
             31	   1600	    153	   -163	   -147	    911	    160	   -108	   -103	  -1330	    -31	    398	    410
             32	   1584	    121	   -170	   -165	    909	    147	   -102	   -105	  -1096	     54	    427	    486
             33	   1560	     91	   -162	   -179	    911	    140	    -91	   -101	  -1202	    -37	    334	    384
             34	   1535	     99	   -130	   -154	    916	    150	    -71	    -80	  -1580	   -270	    149	    138
             35	   1579	    149	    -84	    -86	    922	    173	    -48	    -45	  -1804	   -499	    -47	   -104
             36	   1747	    195	    -44	    -21	   1014	    188	    -30	    -19	  -1844	   -602	   -178	   -222
             37	   1671	    190	    -28	     -5	    969	    177	    -24	    -17	  -1792	   -568	   -208	   -204
