              0	   1334	     27	      9	     25	   -518	     -9	     -3	     -9	    470	      9	      3	      9
              1	   1293	    161	     63	    144	   -547	    -53	    -23	    -55	    492	     55	     22	     53
              2	   1168	    414	    188	    366	   -553	   -137	    -72	   -138	    506	    142	     67	    134
              3	   1219	    634	    348	    546	   -552	   -214	   -139	   -209	    501	    219	    128	    200
              4	   1240	    667	    458	    549	   -554	   -245	   -196	   -224	    500	    239	    176	    205
              5	   1219	    551	    462	    414	   -594	   -244	   -225	   -204	    515	    222	    195	    175
              6	   1125	    432	    377	    277	   -622	   -251	   -228	   -195	    530	    215	    191	    155
              7	   1069	    388	    264	    213	   -641	   -274	   -217	   -204	    545	    234	    178	    162
              8	   1110	    397	    177	    200	   -649	   -296	   -204	   -212	    569	    258	    167	    175
              9	   1119	    406	    137	    189	   -661	   -301	   -190	   -203	    567	    267	    157	    172
             10	   1119	    397	    137	    163	   -658	   -289	   -171	   -177	    569	    256	    140	    150
             11	   1124	    396	    162	    146	   -630	   -269	   -144	   -144	    548	    231	    114	    113
             12	   1181	    430	    198	    165	   -615	   -248	   -113	   -109	    524	    203	     81	     75
             13	   1259	    496	    232	    218	   -601	   -229	    -83	    -78	    491	    183	     51	     45
             14	   1328	    555	    248	    265	   -595	   -217	    -59	    -54	    504	    178	     32	     31
             15	   1337	    564	    235	    262	   -576	   -215	    -41	    -41	    508	    186	     28	     30
             16	   1332	    509	    191	    199	   -581	   -221	    -29	    -35	    520	    202	     35	     37
             17	   1248	    426	    128	    109	   -621	   -224	    -18	    -27	    560	    218	     45	     45
             18	   1137	    366	     66	     43	   -593	   -217	     -9	    -10	    540	    231	     51	     51
             19	   1185	    344	     16	     16	   -577	   -213	     -6	      3	    568	    238	     49	     51
             20	   1202	    327	    -23	     -2	   -604	   -229	    -13	     -3	    583	    237	     40	     42
             21	   1160	    283	    -61	    -48	   -640	   -265	    -28	    -29	    555	    230	     30	     29
             22	   1063	    219	   -100	   -112	   -686	   -300	    -43	    -55	    551	    227	     23	     20
             23	   1027	    171	   -140	   -158	   -696	   -314	    -54	    -62	    573	    234	     24	     22
             24	   1069	    152	   -176	   -173	   -688	   -311	    -56	    -50	    592	    249	     31	     31
             25	   1066	    139	   -202	   -182	   -674	   -308	    -52	    -40	    589	    260	     36	     38
             26	   1029	    117	   -208	   -198	   -695	   -314	    -42	    -39	    605	    262	     34	     36
             27	   1026	    105	   -187	   -203	   -706	   -320	    -28	    -37	    587	    253	     20	     22
